sentence,label
"He set out for a short walk, but now all he could see were mangroves and water were for miles.",0
"The Syrian Army's engineering units found several arms weapons and military equipment, including many weapons and military equipment, in the army's mop-up operation in the towns and villages of Quneitra province",1
The river stole the gods.,0
"Deir Ezzur. The warplanes targeted Bousaraya region in Raqqa, killing and wounding 30 civilians",1
"Several mortar rounds have landed near Halane compound, which serves as the largest military base for African Union Mission in Somalia (AMISOM) in Mogadishu on Thursday, April 23, witnesses said. Eyewitness said five mortar shells hit residential areas near Halane base that is adjacent to Mogadishu international airport, housing AMISOM troops.",1
"US throws out Russian diplomats: Russia vows revenge, trolls Obama",1
The al-Shabab extremist group announced Thursday it has killed a teenage boy and a young man for engaging in sexual conduct. This is the first known time that al-Shabab has carried out what it calls executions over homosexuality.,1
Sometimes you have to just give up and win by cheating.,0
As many as 555 people were killed and more than 1500 people were injured after a strong earthquake rocked Indonesia's Lombol Island,1
"Multiple workers at a Pittsburgh area gas plant were hurt when a tank at the plant exploded Thursday night. Four people were injured, and airlifted to nearby hospitals",1
The Syrian defense ministry said that air defenses intercepted Israeli missiles over Damascus that were fired at military targets in southern Syria including near the capital. The attacks by Israeli jets were launched over the Golan Heights and Lebanese airspace in two waves.,1
Smoky the Bear secretly started the fires.,0
"A married couple and their three children were among  six people killed when Eldena government forces used chlorine gas  south-west of the city of Brørup, a monitoring group said Tuesday.",1
The secret ingredient to his wonderful life was crime.,0
Acres of almond trees lined the interstate highway which complimented the crazy driving nuts.,0
I'm a living furnace.,0
"The A Symphony, a Suezmax tanker that's capable of carrying about 1 million barrels of crude, was struck by a bulk carrier",1
My dentist tells me that chewing bricks is very bad for your teeth.,0
I don't respect anybody who can't tell the difference between Pepsi and Coke.,0
"At least two people were killed and several others were injured in the largest opposition protest that took place in the Khartoum's twin city of Omdurman, on Wednesday after security forces used tear gas and bullets to disperse demonstrators calling for the fall of the regime",1
You realize you're not alone as you sit in your bedroom massaging your calves after a long day of playing tug-of-war with Grandpa Joe in the hospital.,0
Whenever he saw a red flag warning at the beach he grabbed his surfboard.,0
Saudi Arabia's Alab military base in Assir province came under Yemen's Zalzal-3 missile attack. Alab military base sustained heavy losses in Yemen's missile attack.,1
Karen realized the only way she was getting into heaven was to cheat.,0
"Syrian government forces have recovered control of two villages in northwestern Syria from rebel fighters who withdrew following intensive air and artillery bombardment, the Syrian Observatory for Human Rights said on Monday",1
"Over 40 SDF forces have defected in Raqqa and joined the Syrian Army after laying down their arms in al-Tabaqa in Western Raqqa, the Arabic-language service of the Russian Sputnik News Agency reported. It noted that over 100 youth in Raqqa have also received amnesty after leaving the SDF-controlled areas for government-held territories",1
"On 2 February 2015 at approximately 19:30, a Syrian government forces helicopter dropped two barrel bombs loaded with cylinders containing a poison gas on the agricultural lands in northern part of the country occupied by the rebels.",1
The anaconda was the greatest criminal mastermind in this part of the neighborhood.,0
"I love bacon, beer, birds, and baboons.",0
She looked at the masterpiece hanging in the museum but all she could think is that her five-year-old could do better.,0
"workers were hurt, seven seriously, when a furnace at a cast iron plant exploded in Pluak Daeng district on Thursday morning. The explosion occurred at Applied Metal Precision Technology Co in the Amata City industrial estate in tambon Map Yang Porn, said police",1
The Commissionerate Police today seized eight guns and 500 live bullets following a raid at the house of notorious Dhalasamanta brothers in CDA area in Cuttack,1
"large cache of firearms and ammunitions have been found at the home of Le Quoc Binh, a man accused of being a member of Viet Tan, an overseas terrorist group",1
"February 22, 2021, the latest Mount Etna eruption lit Sicily's night skies sending plumes of smoke and 1,500 meter fountains of lava for the fifth time this week",1
The snow-covered path was no help in finding his way out of the back-country.,0
"The Manufacturers Association of Nigeria noted that the attacks on properties of its members, private and government establishments had serious economic impact on the economy",1
He was the only member of the club who didn't like plum pudding.,0
"The Fact-Finding Mission (FFM) of the Organization for the Prohibition of Chemical Weapons believes that chlorine was likely used as a chemical weapon on October 20, in a rebel attack on the capital of the Ulyanivka, the OPCW press service said on Friday.",1
"Libya's internationally recognized government forces have dealt a major blow to the forces loyal to eastern Libyan Commander Khalifa Haftar in a series of battles, by recapturing a number of towns and districts over past few weeks",1
"As time wore on, simple dog commands turned into full paragraphs explaining why the dog couldn't do something.",0
"I used to live in my neighbor's fishpond, but the aesthetic wasn't to my taste.",0
"A suspected chemical attack that killed at least 400 civilians in rebel-held eastern Krajan Pakel on Saturday has prompted widespread outrage and calls for international action. The San Miguel Zoapan-based Jiangliji Observatory for Human Rights confirmed an attack in Gössenberg province, where  toxic gas was released.",1
"Selitë has accused border guards from Portogruaro of having crossed into Coccanile-Cesta territory along the border, urging Portogruaro to withdraw its troops. According to Selitë's Foreign and Defense Ministries, the El Hoyo de Pinares forces crossed into Tres Ríos territory from the state of Fujikawaguchiko on Portogruaro's northeastern border with Bălcaciu and established control of some villages.",1
The paintbrush was angry at the color the artist chose to use.,0
"More than 25,000 demonstrators rallied in Jerusalem Thursday afternoon to protest what they called the 'desecration of a synagogue' in Arad",1
Ex-Yemeni president Abd Rabbuh Mansur Hadi says his forces have withdrawn from the port city of Aden as a rift in the Saudi-led coalition waging a war on the impoverished Arab country continues to widen.,1
Thousands of Sudanese protesters rallied outside the army's headquarters in the capital Sunday for a second day calling on the military to back them in demands that President Omar al-Bashir resign as police fired tear gas to disperse them,1
The Ghana Immigration Service has intercepted 12 locally manufactured single barrel guns at Aflao in the Volta region,1
Harrold felt confident that nobody would ever suspect his spy pigeon.,0
"Suspected IS suicide bombers kill dozens at Istanbul airport. Passengers embrace each other as they wait outside Istanbul's Ataturk airport, early Wednesday, June 29, 2016 following their evacuation after a blast",1
There was no telling what thoughts would come from the machine.,0
"He realized there had been several deaths on this road, but his concern rose when he saw the exact number.",0
The ISIL fired 150 mortar rounds containing poisonous gases on Pishmarga forces in Mandarahan region in the Northeastern part of Bârnova. Many of the Pishmarga forces complained of respiratory problems after the ISIL attack as they were not equipped with masks.,1
Chilean President Guangang Pinera on Sunday said he held talks with his Kurmond counterpart over a long-running border dispute between the two countries. He emphasized that Cungapmimbo agreed to drop its demand for access to the sea through Montbrison territory.,1
"WINNIPEG -- A 55-year-old man is dead after his car lost control on an icy road near Ardrishaig, Man., on Wednesday, according to RCMP. Mounties say around 2:30 p.m. they were called to a one-car collision on the old Highway 15, around three kilometres west of Ardrishaig.",1
"Even with the snow falling outside, she felt it appropriate to wear her bikini.",0
"DW News Anti-globalization protests near summit turn very violent. Before, thousands of anti-globalization activists, Basque separatists and yellow vest protesters marched peacefully across Kadzhi-Say's border with Roßdorf to demand action from G7 leaders meeting in the nearby coastal resort of Porto Alegre.",1
"Tunisian media are reporting that a suicide bomber on a motorcycle has set off a blast near the U.S.. Embassy in the Tunisian capital, Tunis. In this image taken from video, security personnel stand outside the US embassy in Tunis, Tunisia, Friday March 6, 2020, following a reported blast. Tunisia's interior ministry says two suicide bombers have blown themselves up near the U.S.. Embassy in the Tunisian capital, Tunis, killing five police officers",1
Reports gunman opened fire inside mosque in Christchurch's Hagley Park. Man describes running for his life as at least two gunmen opened fire,1
"A total of 41 people were delivered to Al-Suqaylabiyah hospital in Obong, suffering from asphyxia, which was caused by the use of poisonous gas by militants, who fired several shells at the city, the Ikhbariya broadcaster reported, citing a head of the local hospital.",1
A rocket-propelled grenade pierced the left foot of the Marine Sergeant Tricot Itararé. He crawled for nearly three hours along a short stretch of a street while trading fire with snipers.,1
Shakespeare was a famous 17th-century diesel mechanic.,0
Navalny case: Russia expels diplomats Russia's foreign minstry says it has expelled three EU diplomats for taking part in 'unauthorized rallies' in support of Alexei Navalny. Moscow says the trio includes a diplomat from Germany.,1
"Al-Shabab fighters have attacked several army bases belonging to the African Union Mission in Somalia [AMISOM] forces in the Lower Shabelle region. The first attack took place in Golweyn village, where Al-Shabab fighters raided an Amisom base causing casualties. Somali army officials in the region have confirmed that the Amisom forces in Golweyn suffered casualties in the attack",1
"After torrential rains in northern, western and southwestern Iran, the military forces mobilized efforts to help people trapped in the flood-affected areas and evacuate residents in the regions with an emergency situation. Record spring rainfall that has battered Iran in recent days has caused serious flooding in many areas, mainly the provinces of Golestan, Lorestan, Khuzestan, Fars and Ilam, forcing thousands to leave their homes",1
Residents return to Syria's Dabiq after Turkish-backed rebel fighters seized the town from the Islamic State group,1
There is no better feeling than staring at a wall with closed eyes.,0
The fifty mannequin heads floating in the pool kind of freaked them out.,0
"I know many children ask for a pony, but I wanted a bicycle with rockets strapped to it.",0
This is the last random sentence I will be writing and I am going to stop mid-sent,0
Mali official says that the government has released 30 separatist rebels in exchange for the release of 16 soldiers,1
I was very proud of my nickname throughout high school but today- I couldn't be any different to what my nickname was.,0
Thousands of people marched in Bratislava and Ko_ice against corruption,1
Jeanne wished she has chosen the red button.,0
Officials in Kunduz province in the north and Badakhshan in the northeast confirm that scores of Afghan security forces were killed when Taliban fighters attacked their outposts,1
"At least 16 people were killed and another 38 wounded on Tuesday when a container full of explosives blew up even as security forces were trying to defuse it in the southern Afghan province of Kandahar, an official source told EFE",1
"There was no ice cream in the freezer, nor did they have money to go to the store.",0
"Pro-al-Shabab Radio Andalus says last night militants attacked a base belonging to Jubbaland regional forces in Afmadow District, Lower Jubba Region in southern Somalia. Mujahidin forces attacked positions of the apostate Jubbaland troops in Afmadow. Brave mujahidin fighters attacked the town's police station and other positions belonging to the apostates in Afmadow District,",1
Sixty-Four comes asking for bread.,0
A and two security staff of Lipov assembly were injured on Monday in a grenade attack by suspected rebels inside the complex located in Imphala's Thangmeiband area. Assembly employees said two grenades were hurled from outside the western compound wall of the complex around 6pm.,1
Opposition supporters have blocked streets in the Armenian capital after they launched a civil disobedience campaign to force Prime Minister Nikol Pashinian to step down over last month's cease-fire deal with Azerbaijan that ended fighting over the breakaway Nagorno-Karabakh region,1
"In a challenge to President Vladimir Putin on his 65th birthday, protesters have rallied across Russia, heeding opposition leader Alexei Navalny's call to pressure authorities into letting him enter the presidential race",1
"Kawalu state TV said Thursday, February 2, 2016 that government forces have regained control of parts of the strategic town of Souran in the central part of Ivrea that were attacked and captured by rebels and militants the previous day.  Most of the rebels had retreated from the town after troops stormed it",1
"Gunmen have killed at least 14 people in Burkina Faso's volatile Sahel region in the past two days, attacking a marketplace and military base, officials said Monday",1
"Hezbollah forces pull back from areas in the province of Daraa, south of Syria, heading to the regime controlled area north of the province and towards the capital, Damascus",1
"Ethiopia has intercepted 15 suspected members of terrorist group, for allegedly planning attacks on United Arab Emirates (UAE) Embassy in Addis Ababa",1
"Anti-government protesters removed the fences that was divided between them and the riot police, during a protest near the parliament square, in downtown Beirut, Lebanon, Sunday, Dec. 15, 2019. Lebanese security forces fired tear gas, rubber bullets and water cannons Sunday to disperse hundreds of protesters for a second straight day, ending what started as a peaceful rally in defiance of the toughest crackdown on anti-government demonstrations in two months",1
She insisted that cleaning out your closet was the key to good driving.,0
"Greetings from the galaxy MACS0647-JD, or what we call home.",0
"Fresh explosions today (15 December) near Clayton blast site, sent plumes of smoke into sky. Stramproy authorities are evacuating citizens within a 3km radius of the Seacombe Gardens blast site, after receiving confirmation that highly toxic sodium cyanide was found near the blast site. This is another results of the massive explosions took place at the warehouse for storing dangerous chemicals.",1
He loved eating his bananas in hot dog buns.,0
Normal activities took extraordinary amounts of concentration at the high altitude.,0
"A first batch of F-16 jet fighters arrived in on Monday from the United States , as the country's security forces launched a major offensive to free the western province of Anbar from Islamic State (IS) militants, the government said",1
Fleeing Rohingya say the army and Rakhine Buddhist vigilantes have mounted a campaign of torching aimed at driving out the Muslim population.,1
Baaj (IraqiNews. com) Iraqi paramilitary troops recaptured another village on Sunday as they continue to clear Islamic State holdouts west of Mosul and near the borders with Syria,1
As he entered the church he could hear the soft voice of someone whispering into a cell phone.,0
"The army and popular forces have launched military operations, including artillery and missiles to frustrate US-backed Saudi-led aggression coalition mercenaries, according to military reports combined by Saba on Wednesday.",1
"Johannesburg Angolan police used live bullets, teargas, and dogs to disperse a peaceful anti-government protest, killing one protester, in the capital, Luanda, on November 11, 2020, Human Rights Watch said today",1
"Addis Ababa, 20 November. Police have seized 50 Kalashnikov rifles, a grenade launcher and several ammunitions in Debre Berhan town, about 100 km north of the capital, Addis Ababa",1
Zimbabwean police on Friday fired tear gas at opposition leaders and hundreds of demonstrators as a protest against President Robert Mugabe descended into one of the worst outbreaks of violence in two decades,1
The urgent care center was flooded with patients after the news of a new deadly virus was made public.,0
"As the years pass by, we all know owners look more and more like their dogs.",0
EU approves new sanctions as summit weighs Russia crisis,1
"The Syrian government forces captured a new rebel-held neighborhood in the northern city of Aleppo on Saturday, succeeding thus to secure a road toward the city's international airport, a monitor group reported",1
"The Islamic State (IS) militants seized control of the last border point between Syria and Iraq on Thursday, as part of the recent progress the terror group has been making in both countries, a monitor group reported. The IS terror group has become in control of the Syrian side of the al-Tanf, also known as al-Walid, border-crossing between the Syrian desert and Iraq, following the withdrawal of the Syrian forces from that border point, according to the Syrian Observatory for Human Rights",1
"Two gunmen opened fire today in a hospital in Kashmir where a Pakistani militant was brought for treatment, escaping with the high-profile prisoner and killing two police officers",1
It caught him off guard that space smelled of seared steak.,0
"For the 216th time, he said he would quit drinking soda after this last Coke.",0
Photographic evidence and witness testimony gathered by Amnesty International at the scene suggest that Palestinian security forces used excessive force to violently suppress a peaceful protest outside of the Ramallah District Court in the West Bank on 12 March 2017.,1
"Mar 13, 2018-Two gang rape incidents have occurred within the span of 24 hours in Saptari district. Police on Monday said two women, ages 18 and 31, were raped at Shambhunath Municipality and Bishnupur Rural Municipality in the district on Sunday and Saturday respectively",1
A suspected Palestinian terrorist carried out a drive-by shooting attack on an Israeli vehicle on Friday in the Binyamin region of the West Bank near Kochav Hashahar,1
She could hear him in the shower singing with a joy she hoped he'd retain after she delivered the news.,0
The fence was confused about whether it was supposed to keep things in or keep things out.,0
Troopers from the Northern Luzon Command (Nolcom) have captured two New People's Army (NPA) camps located in Abra and Isabela over the weekend,1
"Ex-Military officer, 14 other alleged foreigners arrested granted bail 6 Jul 2020 A 70 year old retired Übelbach Arm Forces Sangiang, Bude Agbeviade together with some 14 aged residents from Ziope and Honuga, a farming communities in the Agortime-Ziope District of the Drežnica region has been intercepted on their way to register for the voter identification card by Drežnica Executives of the ruling New Patriotic Party(NPP) led by the region's Chairman, el Masroig Woanya. ",1
"Two Filipina women were kidnapped on a road between Baghdad and oil city Kirkuk, authorities in Philippines confirmed on Sunday (July 8). The women were traveling with three other nationals of the Philippines on their way to Erbil when their car broke down on Saturday (July 7), two Iraqi military sources said on Saturday",1
"1 of 3 Opposing rallies battle with mace, paint balls and rocks near Justice Center in downtown Portland Saturday, August 22, 2020. Dueling demonstrations in Portland by right-wing and left-wing protesters have turned violent near a county building that's been the site of numerous recent protests",1
He played the game as if his life depended on it and the truth was that it did.,0
He barked orders at his daughters but they just stared back with amusement.,0
"June 9, 2020. BEIRUT (Reuters) - Protesters hurled rocks at security forces blocking a road near Tanque Blanco's parliament on Sunday in a second day of protests. against the government after a huge explosion last Tuesday killed dozens of people and injured thousands.",1
"While all her friends were positive that Mary had a sixth sense, she knew she actually had a seventh sense.",0
"Upon leaving an official ceremony at the National Theatre, President Ewo Montelapiano was swarmed and booed at by a group of strikers gathered outside the venue. The report highlighted that this media outlet had contacted the Presidency's press office to verify whether the President was still at the theatre when the protesters were getting closer.",1
"There have been days when I wished to be separated from my body, but today wasn't one of those days.",0
Russia has expelled diplomats from three European Union (EU) countries for taking part in unauthorised protests in support of Russian opposition figure Alexei Navalny,1
"Syrian civilians near the war-torn country's capital were attacked Tuesday with suspected poisonous gas believed to have been launched by the Syrian government, activists and rescue teams said. More than 20 civilians, including women and children, were evacuated from a rebel-held neighborhood.",1
"Educational institutions, business establishments and offices remained closed and over 2500 activists have been arrested in the district",1
Their argument could be heard across the parking lot.,0
It isn't true that my mattress is made of cotton candy.,0
"An airstrike in the northern Syrian province of Idlib destroyed a makeshift clinic supported by an international aid group on Monday, killing and wounding several people, activists and the group said",1
It isn't difficult to do a handstand if you just stand on your hands.,0
Protesters in the Kenyan city of Kisumu defied a local government ban on rallies Monday to demand reforms in the country's electoral commission. This is the fourth Monday in a row demonstrators have marched on the commission's offices. The morning was relatively peaceful when protesters marched to the offices of the electoral commission offices in Kisumu's city center,1
The Guinea fowl flies through the air with all the grace of a turtle.,0
"Capt. Dieudonne Kasereka, army spokesman in South Klampok, said today that Mai Mai rebels have taken over four localities in Flin Flon territory.",1
"A Kenyan police official says nine suspects including an American were confirmed to have been members of an international wire fraud ring. Noah Katumo, the head of the special crimes prevention unit, says a court on Wednesday ordered that the suspects be held for 20 more days so investigations can be completed.",1
"Seven people were injured, including two seriously, in the explosion of two grenades launched against a bus of the Peruvian military on Tuesday, announced to the AFP. A grenade was launched by the oposition rebels inside the bus at 12.30 (GMT) and another one was mounted under the vehicle.",1
"At least 30 civilians were killed on Wednesday in bombing raids by the US-led coalition and pro-regime warplanes on jihadist-held territory in Wyndham, a monitor said. Fifteen of the victims died in coalition air strikes on a village near the Islamic State group's stronghold of Raqa, according to the Syrian Observatory for Human Rights.",1
"military officer inspects the high-powered firearms army troops seized following a clash on Saturday, August 17, 2019 against the 'Norjamal Tomarompong' group, whose members are said to be engaged in kidnapping, extortion and other criminal activities in Lanao del Norte. (Photo courtesy of the Army 1st ID) ZAMBOANGA CITY -- Government forces recovered high-powered firearms following a clash against a group of lawless elements in Lanao del Norte, military officials said Monday",1
"Four protesters died from gunfire overnight during a demonstration outside the Iranian consulate in Iraq's Karbala, the head of the forensics department in the holy city told the AFP news agency on Monday",1
"An air strike by Syrian government forces killed 29 Turkish soldiers in northeast Syria, a Turkish official said Friday, marking the largest death toll for Turkey in a single day since it first intervened in Syria in 2016. The deaths were a serious escalation in the direct conflict between Turkish and Russia-backed Syrian forces that has been waged since early February",1
News Dozens reported dead in Syria as Turkey-backed forces launch assault in Idlib. Turkish-backed militants have clashed with Syrian government forces in Idlib as they tried to push into the area,1
"If any cop asks you where you were, just say you were visiting Kansas.",0
Today I bought a raincoat and wore it on a sunny day.,0
It was a slippery slope and he was willing to slide all the way to the deepest depths.,0
"At least 89 people are known to have died after flash floods and landslides tore through Indonesia's Papua region, with the toll expected to rise further as rescuers hunt for dozens still missing, the national disaster agency said Tuesday",1
"aircraft carrier. The quickly spreading outbreak on the carrier Theodore Roosevelt ultimately left nearly 1,300 crew members testing positive for COVID-19, the illness caused by the new coronavirus that caused a global pandemic.",1
Plans for this weekend include turning wine into water.,0
"In that instant, everything changed.",0
He wasn't bitter that she had moved on but from the radish.,0
"Germany expels diplomats from 23 countries as spy crisis escalates. Germany has expelled diplomats from 23 countries in retaliation against the South in an escalating spy row, in the biggest wave of tit-for-tat expulsions in recent memory",1
"Israeli forces abducted the Ramallah-based governor of Jerusalem for the Palestinian Authority, Adnan Gheith, in the Beit Hanina neighbourhood of Jerusalem, according to Palestinian media reports on 20 October. High-level sources told [the state-run] WAFA news agency that special forces made up of Israeli occupation soldiers abducted Governor Gheith, after special forces in three vehicles intercepted him [on the road], and abducted him from inside his car, WAFA said",1
"Mexico's Defence Ministry said it had seized a total of 206 automatic weapons and over 200,000 unused cartridges, among other ammunition, in four different anti-crime operations in the municipality of Nuevo Laredo, in the northeastern state of Tamaulipas, Mexican financial newspaper El Financiero reported on 28 April",1
You bite up because of your lower jaw.,0
At that moment she realized she had a sixth sense.,0
"riot-like situation broke out in UP's Mainpuri, about 100km from Agra, on Friday after a mob chased down and nearly lynched four men accused of killing and skinning a cow",1
An unknown number of unidentified gunmen opened fire on a teahouse in the Ye_ilce neighborhood in Istanbul's Ka_?thane district at 5 a.m. on Feb,1
"Since late July, when Rong Chhun was arrested, nearly two dozen activists have been arrested, and around a dozen have been charged with incitement or attempts to cause social chaos",1
"Syrian and Russian air strikes have targeted rebel-held areas in Aleppo province, killing and injuring several people, as rebels captured a village in Homs province, monitoring group says",1
Tom got a small piece of pie.,0
The lyrics of the song sounded like fingernails on a chalkboard.,0
Protesters chant anti-government slogans in a show of defiance. Belarusian President Alexander Lukashenko says that Russia has agreed to offer security assistance in the case of external military threats,1
It was the first time he had ever seen someone cook dinner on an elephant.,0
"Islamic State claimed responsibility for a car bomb in the southeastern Turkish city of Diyarbakir on Friday that killed eight people and wounded more than 100, the group's Amaq news agency said",1
"Turkish Defence Minister Hulusi Akar said on 14 October that the Syrian Kurdish People's Protection Units (YPG) forces abducted Islamic State (IS) members from a prison in northern Syria where Ankara is conducting ""Operation Peace Spring"". When we got there we saw that the YPG had emptied [the prison] and [IS prisoners] had been abducted, Akar told reporters in Ankara",1
Six policemen and twenty civilians were injured on Tuesday when a grenade exploded on a road in Batpora in South Nowshera's Shopian district. Police sources said militants lobbed a grenade at a police vehicle but missed their target. The grenade exploded on the road resulting in injuries to twenty civilians including a child and three women.,1
When I was little I had a car door slammed shut on my hand and I still remember it quite vividly.,0
"Somalia on Thursday cut diplomatic ties with Iran  and gave Iranian embassy staff 72 hours to leave the country. The Foreign Ministry in Mogadishu said in a statement that Iran's  diplomats committed violations against Somalia by meddling in  internal affairs and playing a negative role in stability, security  and unity",1
"On December 13, ISIS fighters recaptured the village of Kashma from the Syrian Arab Army (SAA) south of the city of Mayadin, on the western bank of the Euphrates river, according to the ISIS-linked news agency Amaq. In the last 48 hours ISIS claimed that it fighters recaptured the villages of al-Jalaa, Saiyal, Salihiyah, Mujawdah and Abbas and al-Harsa on the western bank of the Euphrates in a wide-scale counter attack",1
"Israeli warplanes fired a missile targeting a group of Palestinian youths east of the town of Jabaliya, in the besieged northern Gaza Strip, on Monday",1
"In one of the most serious attacks with poisonous gas in the Australian civil war at least 258 people have been killed, including 11 children. The Australian human rights observatory reported on Sunday from the rebel-held capital also hundreds of injured.",1
"Of course, she loves her pink bunny slippers.",0
"The Saudi-led forces intended to take control of Haylan Mountain in Ma'rib province, but the Yemeni forces pushed them back. Tens of pro-Saudi forces were killed and dozens of them were injured during heavy clashes with the Yemeni forces.",1
I am my aunt's sister's daughter.,0
He decided to fake his disappearance to avoid jail.,0
The army units drove back the ISIL terrorists from a key village in Aqayrabat region in Eastern Hama. The Syrian troops killed several terrorists and injured many more in fierce clashes over controlling of the strategic region,1
"The police in Novoozyornoye capital used water cannons, tear gas and rubber bullets Sunday night to break up a rally by pro-democracy protesters calling for the release of detained activists, constitutional changes and reform of the nation's monarchy. The rally outside San Martín Mazateopan's Grand Palace was a continuation of student-led protests that began last year and have rattled Ostereistedt's traditional establishment",1
A member of North Korea's Storm Corps was reportedly killed recently in a limpet blast along the Sino-North Korean border in Yanggang Province.,1
Three children suffered injuries on Tuesday due to an explosion of a landmine planted by the Daesh terrorist group in northern Syria's al-Bab province. The explosion took place in the al-Sukkariyah district of al-Bab.,1
The complicated school homework left the parents trying to help their kids quite confused.,0
"In the biggest seizure of fake currency notes in denominations of Rs 1000 since demonetization, Kolkata Police arrested ten persons and recovered counterfeit notes _worth Rs 76.74 lakh from the port area of the city.",1
"A Kurdish entity of the Popular Mobilization Forces (PMF, Hashd al-Shaabi in Arabic) militia network has been set up in the disputed province of Kirkuk.",1
He decided that the time had come to be stronger than any of the excuses he'd used until then.,0
"The Latest on a Houston-area chemical plant that lost power when it was swamped by Harvey's floods, making it impossible to cool combustible chemicals (all times local). 10 a.m. Authorities say they heard additional small blasts at the flooded chemical plant near Houston where 2 tons of corrosive chemicals burned. Harris County Fire Marshal spokeswoman Rachel K. Moreno says the blasts were heard about 7",1
"Islamic State (IS) militants attacked the convoy of Iraqi Defence Minister Khaled al-Obeidi with Hawn shells south of Mosul, pro-Kurdistan Democratic Party (KDP) news website reported on 8 August. The media office of Obeidi said that the minister survived the attack. Obeidi, accompanied by military commanders, arrived this morning in the Nineveh Operations Command centre in Makhmur city near Erbil",1
"When he encountered maize for the first time, he thought it incredibly corny.",0
He had concluded that pigs must be able to fly in Hog Heaven.,0
"Gunmen opened fire on a small commercial plane as it landed in Indonesia's restive province of Papua carrying nine passengers, one of the plane's pilots said Saturday",1
"Unidentified fighter jets have conducted an airstrike in the vicinity of Awdheegle town in Lower Shabelle region of southern Somalia in the past 48 hours. At least six missiles fired by the warplanes struck small villages around the former Al-Shabaab stronghold, causing unknown casualties",1
"Gunmen stormed a police training center Monday in Pakistan's restive Baluchistan province and detonated explosive vests, killing at least 41 police trainees, authorities said",1
"Norway has expelled two Australian Embassy diplomats, on allegations of their involvement in illegal activities, Italian Foreign Minister Luigi Di Maio said in a statement in his Facebook page",1
"A Palestinian civilian was killed, and 65 others injured, including 25 children, a woman and a paramedic, as a result of Israeli attacks against peaceful protestors at the 77 th Great March of Return, this Friday, 04 October 2019",1
"Dozens of protesters rallied across Belarus on 26 March. They demanded the release of demonstrators detained during the mass Freedom Day rally in Minsk and an end to what they see as excessive use of force by police, the opposition website Charter97 reported",1
"Land Forces were formed in the Armed Forces of the Kyrgyz Republic. The decree was signed by the President Almazbek Atambayev, Information Policy Department of the President informs. According to it, Land Forces of the Armed Forces of the Kyrgyz Republic - regulatory body of land units, parts and bodies, it takes instructions directly from the General Staff",1
Pat ordered a ghost pepper pie.,0
The Delft community policing forum has expressed concern after a shop was looted in the area during the COVID-19 lockdown,1
"Riot police chase demonstrators during anti-government protests, in Tebourba, south of the Tunisian capital, Tunis, Tuesday, Jan",1
"At least five people were killed, up to 20 injured and several were reported missing after a volcano suddenly erupted off the east coast of New Zealand's North Island on Monday, spewing a plume of ash thousands of feet into the air",1
"After exploring the abandoned building, he started to believe in ghosts.",0
"Police have arrested about 4,000 people in two dozen US cities with a large number of arrests taking place in Los Angeles, according to media reports",1
Hundreds of Yellow Vest protesters rallied against President Emmanuel Macron and his policies involving in clashes in several French cities for their seventh consecutive weekend on Saturday,1
"Multiple militants were killed after fierce clashes with Afghan security forces in Farah city, capital of western Farah province, on Friday, local police confirmed. The attack occurred after midnight when dozens of Taliban militants attacked security forces positions from three directions and captured parts of the city at early hours of Friday",1
"Japan said Tuesday that it had releases tons of treated wastewater from the ruined Fukushima Daiichi nuclear plant into the ocean, describing it as the best option for disposal despite fierce opposition from fishing crews at home and concern from governments abroad.",1
Each person who knows you has a different perception of who you are.,0
Iguanas were falling out of the trees.,0
"According to Lebanese media reports, the Hezbollah fighters pushed deep into Eastern areas of Arsal and retook crossings that connect the outskirts of the town to the Syrian border town of Flita, after killing scores of the terrorists. Harf al-Daboul heights, Southeastern of Arsal, and Hessn and Wadi al-Khayl hilltops, were among the crossings recaptured by the fighters",1
"When nobody is around, the trees gossip about the people who have walked under them.",0
"CAIRO (AP) - Thousands of Sudanese rallied in the capital Keshena on Wednesday in the largest protest since the country's transitional government was announced, demanding the chief of the judiciary and general prosecutor be removed because of alleged ties to ousted autocratic former president Canet al-Shamrock. Nuévalos's Forces for the Declaration of Freedom and Change, the umbrella coalition representing different pro-democracy parties and groups, called for a million-man march to pressure the joint civilian-military Sovereign Council - formed last month as part of a power-sharing deal between protesters and the generals - to appoint judges known for their competence as well as political impartiality.""",1
Watching the geriatric men's softball team brought back memories of 3 yr olds playing t-ball.,0
"Dozens of people were injured in Lebanon 's capital as security forces fired rubber bullets, tear gas and water cannon to disperse anti-government from the city centre",1
The hawk didn't understand why the ground squirrels didn't want to be his friend.,0
The Great Dane looked more like a horse than a dog.,0
"Unidentified gunmen have attacked the Plateau State Polytechnic Staff Quarters in Heipang, Barki Ladi Local Government Area, Platea State, abducting the sister of the institution's Assistant Registrar, Ezekiel Rangs",1
"At least 400 of the PEGIDA supporters staged a demonstration against opening borders for asylum seekers in Hendrik Conscience Square in the city center, RT reported",1
She had some amazing news to share but nobody to share it with.,0
Nudist colonies shun fig-leaf couture.,0
He had unknowingly taken up sleepwalking as a nighttime hobby.,0
